student_id,marks,study_hours_per_week,attendance_percent,previous_year_marks,assignments_submitted,extracurricular_score,parental_education_level,school_type,result
8480,36,5.95,97,30,6,4,2,private,0
8481,54,14.65,70,51,7,3,1,public,1
8482,59,1.26,63,60,9,8,1,public,0
8483,94,4.86,60,76,5,4,3,private,0
8484,36,10.55,91,57,9,10,3,public,0
8485,96,4.64,98,100,4,0,3,private,1
8486,74,4.57,93,76,4,4,4,public,1
8487,68,1.01,82,55,6,6,2,public,0
8488,42,3.06,86,39,9,9,1,private,0
8489,70,3.31,88,72,10,8,2,public,0
8490,47,4.82,86,40,5,4,0,public,0
8491,83,23.01,98,92,4,4,2,private,1
8492,43,0.14,97,44,3,2,3,public,0
8493,58,0.27,77,57,5,4,2,public,0
8494,50,0.32,78,58,7,4,2,public,0
8495,42,5.43,87,25,4,3,1,private,0
8496,73,0.59,74,65,10,10,2,private,0
8497,70,3.9,98,69,6,5,2,private,0
8498,82,1.57,88,75,6,8,3,public,0
8499,28,2.44,99,14,6,2,1,private,0
8500,79,0.97,56,67,3,2,2,public,0
8501,100,8.04,93,100,7,9,1,private,0
8502,52,3.53,94,55,6,5,2,public,0
8503,94,11.57,89,100,9,4,2,public,1
8504,55,3.42,99,66,9,7,3,private,0
8505,35,0.53,83,24,7,7,1,public,0
8506,54,0.75,85,66,9,8,2,private,0
8507,79,18.07,71,80,6,9,0,private,1
8508,45,5.17,86,44,6,7,3,public,0
8509,49,0.2,96,42,3,4,2,public,0
8510,71,4.87,79,55,6,10,3,private,0
8511,60,2.13,86,60,6,6,2,private,0
8512,71,1.47,79,58,10,7,3,private,0
8513,64,0.67,97,61,6,4,3,private,0
8514,69,7.33,93,81,10,2,3,public,1
8515,52,0.26,81,62,7,7,2,public,0
8516,64,1.37,90,62,7,6,3,public,0
8517,43,1.46,93,53,1,8,2,public,0
8518,83,0.7,94,86,6,4,2,private,0
8519,49,2.84,82,64,6,6,4,public,0
8520,80,0.05,96,68,7,3,3,private,0
8521,56,1.43,83,55,7,0,2,private,0
8522,64,10.85,87,59,7,2,1,private,1
8523,51,1.49,81,55,3,9,2,public,0
8524,42,1.79,81,45,8,10,0,private,0
8525,29,2.56,83,29,2,3,2,public,0
8526,41,3.3,90,63,10,8,1,public,0
8527,54,6.62,90,42,5,3,2,private,0
8528,64,0.84,87,55,7,7,2,private,0
8529,78,8.21,87,88,5,3,3,private,0
8530,52,5.67,93,56,2,6,2,private,0
8531,44,5.13,94,35,10,7,2,public,0
8532,34,0.36,90,47,7,5,1,private,1
8533,69,0.09,96,69,7,9,2,private,0
8534,85,3.61,96,86,4,1,1,private,0
8535,83,7.96,94,77,6,8,2,public,1
8536,73,3.51,92,77,10,3,3,public,0
8537,71,0.96,83,59,6,10,3,private,0
8538,91,0.38,65,83,4,5,3,public,0
8539,66,4.81,97,75,5,8,3,public,0
8540,72,5.12,91,46,8,0,2,public,0
8541,54,0.76,94,48,5,3,4,private,0
8542,35,0.11,88,41,2,3,2,public,0
8543,48,2.1,84,62,5,4,1,private,0
8544,60,3.5,64,62,5,3,2,public,0
8545,61,4.9,81,69,5,10,4,private,0
8546,95,6.64,96,100,5,1,1,public,1
8547,61,3.77,82,54,5,8,2,public,0
8548,81,0.47,55,77,6,3,3,public,0
8549,52,4.59,99,53,5,9,3,private,1
8550,54,16.59,72,74,6,0,3,private,1
8551,36,9.44,86,40,5,9,3,private,0
8552,47,8.21,76,46,6,6,3,private,0
8553,69,1.44,70,56,5,1,1,private,0
8554,60,5.56,80,56,8,8,2,private,0
8555,77,7.62,70,73,7,2,2,public,0
8556,63,4.54,87,70,2,8,4,private,0
8557,54,1.15,79,48,5,1,2,public,0
8558,99,12.3,76,100,9,5,3,public,0
8559,58,2.4,80,60,3,8,2,private,0
8560,81,0.56,85,83,5,8,1,public,1
8561,53,0.47,96,47,2,2,1,private,0
8562,73,4.17,88,68,9,9,3,private,0
8563,77,2.3,98,80,9,0,4,private,1
8564,64,0.4,80,58,8,6,2,private,0
8565,18,5.39,83,1,8,3,3,private,0
8566,60,6.42,84,62,9,8,3,private,1
8567,82,5.17,83,62,5,8,1,public,0
8568,69,0.9,68,67,7,1,3,private,0
8569,68,4.68,96,57,4,6,4,private,0
8570,29,0.04,94,26,10,7,1,public,0
8571,47,1.46,92,64,6,0,1,private,0
8572,67,2.04,80,73,8,4,2,public,0
8573,67,7.21,92,61,1,4,1,private,0
8574,82,1.98,93,69,3,9,2,private,0
8575,57,0.05,91,38,7,1,1,private,0
8576,67,1.74,83,53,6,8,3,public,1
8577,60,2.76,81,51,7,9,2,private,0
8578,42,11.9,85,30,3,2,1,public,1
8579,19,11.32,97,23,2,3,3,public,1
8580,68,0.8,86,67,3,4,2,private,0
8581,63,0.82,92,79,9,3,1,private,0
8582,49,0.71,94,38,4,5,2,private,0
8583,31,6.22,80,27,10,0,1,public,0
8584,71,0.02,81,53,6,5,1,private,0
8585,55,0.54,84,55,3,4,3,private,0
8586,70,3.09,97,51,10,9,3,public,0
8587,94,1.14,89,82,7,2,2,public,0
8588,21,0.39,83,20,6,8,4,private,0
8589,47,1.78,78,17,8,10,1,private,1
8590,56,1.28,99,49,6,9,2,private,0
8591,86,2.86,97,81,4,2,2,private,0
8592,31,15.5,75,39,6,4,3,public,0
8593,95,0.53,80,100,7,0,3,private,0
8594,62,1.87,85,61,7,4,1,private,0
8595,58,10.75,97,50,3,10,0,private,0
8596,56,8.38,89,53,10,5,2,public,1
8597,52,2.01,92,59,3,0,4,public,1
8598,79,4.8,100,82,3,7,3,private,0
8599,41,0.37,84,55,2,4,3,public,1
8600,66,4.99,75,66,8,5,3,private,0
8601,53,14.43,77,55,7,1,2,private,1
8602,46,3.08,88,34,4,8,4,private,0
8603,100,2.76,91,97,6,7,2,private,0
8604,68,0.83,81,69,8,10,2,public,1
8605,71,4.02,80,70,5,7,2,private,0
8606,80,3.57,65,97,8,5,1,public,0
8607,34,4.22,93,21,7,9,0,public,0
8608,92,0.11,92,88,6,3,3,public,1
8609,15,3.18,89,31,2,10,3,private,0
8610,46,3.61,95,53,4,1,2,public,0
8611,52,0.93,87,54,8,8,3,private,0
8612,70,0.93,66,57,2,0,3,private,1
8613,64,1.29,83,66,6,7,2,private,0
8614,57,4.98,82,55,5,10,4,public,0
8615,60,3.73,97,71,9,7,1,public,0
8616,42,7.48,88,43,4,5,2,private,0
8617,33,1.4,86,49,5,5,3,private,0
8618,73,9.72,76,93,5,1,2,public,0
8619,72,5.45,88,75,7,5,0,private,0
8620,89,2.01,81,93,5,4,2,private,1
8621,46,0.4,88,45,4,6,2,public,1
8622,72,1.19,93,56,5,6,2,private,0
8623,55,12.56,90,39,6,5,3,private,1
8624,81,1.49,97,90,8,2,1,private,0
8625,78,1.6,97,92,8,6,1,public,0
8626,64,0.84,85,58,6,10,3,private,0
8627,54,6.58,82,51,10,4,2,private,1
8628,77,1.29,96,74,10,4,4,public,0
8629,72,1.6,61,64,5,1,2,private,0
8630,48,2.14,85,70,8,8,2,private,1
8631,36,2.27,82,32,5,7,2,private,1
8632,55,2.12,95,66,2,0,4,public,1
8633,87,2.8,93,64,6,0,4,private,1
8634,81,6.74,85,93,6,3,2,private,1
8635,40,6.84,88,61,4,9,4,public,0
8636,39,6.4,80,42,7,7,2,public,0
8637,83,0.43,86,90,4,0,2,private,0
8638,40,6.43,87,50,10,1,4,private,0
8639,69,0.51,94,75,9,1,4,public,0
8640,49,0.53,80,47,3,4,4,private,1
8641,89,11.82,70,81,4,9,2,public,0
8642,46,6.85,78,54,5,10,3,private,1
8643,81,3.22,82,69,7,4,4,public,0
8644,63,8.32,76,70,10,8,1,private,1
8645,65,18.17,77,55,5,10,1,public,0
8646,25,3.77,87,14,9,6,1,private,0
8647,20,3.8,78,0,5,8,2,public,0
8648,56,5.62,96,51,5,5,1,public,0
8649,64,1.06,90,75,7,8,4,private,1
8650,40,0.73,85,47,5,8,2,public,0
8651,40,5.7,85,35,4,6,2,private,1
8652,70,1.69,94,61,3,10,3,public,0
8653,70,0.58,95,87,6,6,1,private,0
8654,58,1.51,79,36,10,3,4,public,0
8655,74,1.78,95,74,8,4,2,private,1
8656,39,13.44,90,28,6,5,2,public,0
8657,54,4.79,70,56,4,2,2,private,0
8658,90,3.03,67,91,10,4,3,private,1
8659,61,13.88,98,71,7,6,3,public,0
8660,62,9.34,90,74,7,1,2,public,1
8661,100,2.87,92,81,10,6,3,public,0
8662,35,9.44,81,27,5,6,2,public,1
8663,74,2.07,88,75,7,3,2,public,1
8664,90,1.05,98,100,10,3,2,public,0
8665,54,1.06,72,60,10,7,4,private,1
8666,75,4.34,93,63,7,0,1,public,0
8667,42,2.78,89,44,10,5,3,public,0
8668,48,4.3,73,56,4,4,2,private,0
8669,67,4.63,83,58,4,1,3,public,0
8670,74,0.09,81,67,10,1,3,public,0
8671,80,0.22,84,74,4,5,0,private,0
8672,88,3.04,97,81,8,7,2,private,0
8673,59,0.85,80,57,3,5,3,private,0
8674,81,4.0,90,81,7,0,3,private,0
8675,54,3.21,97,54,6,2,2,public,0
8676,76,3.53,98,81,10,0,2,private,0
8677,64,1.44,85,61,4,3,2,private,0
8678,68,4.08,88,58,4,10,3,private,0
8679,68,7.08,93,59,7,3,2,private,1
8680,31,25.0,79,36,8,9,2,private,1
8681,40,7.29,78,32,4,10,2,private,0
8682,62,3.26,85,66,6,3,1,private,0
8683,30,0.86,93,35,8,4,3,public,0
8684,75,4.58,92,85,5,2,2,private,0
8685,76,11.1,72,67,9,9,2,public,1
8686,66,0.95,95,58,6,6,3,private,0
8687,40,1.18,96,49,10,10,2,public,0
8688,85,0.65,89,67,6,0,2,private,0
8689,97,5.34,76,100,4,9,3,public,0
8690,63,2.09,81,74,5,10,2,public,0
8691,69,0.26,79,51,6,8,2,private,0
8692,64,8.32,85,65,10,1,2,public,1
8693,70,3.26,77,65,8,7,2,private,1
8694,58,1.61,87,73,7,0,4,public,0
8695,59,1.69,94,76,6,3,4,private,0
8696,76,1.37,98,100,4,9,2,public,0
8697,100,2.43,80,100,10,6,2,private,0
8698,35,1.64,79,50,4,0,2,private,0
8699,58,3.18,88,85,9,9,2,public,0
8700,39,5.94,76,40,8,1,3,public,1
8701,89,4.49,75,95,5,7,1,private,0
8702,49,1.4,91,65,10,10,1,private,0
8703,34,3.01,88,33,3,10,2,private,0
8704,71,7.33,91,63,5,2,3,public,0
8705,91,0.28,57,85,7,5,2,public,0
8706,72,0.33,85,69,5,7,2,private,0
8707,64,3.25,98,64,9,3,2,public,0
8708,67,4.08,87,60,3,10,2,public,0
8709,85,0.95,90,68,8,8,3,private,0
8710,44,5.47,96,57,5,9,0,private,0
8711,58,4.16,92,81,7,8,3,private,0
8712,52,10.27,91,38,5,7,3,public,0
8713,39,0.74,86,27,4,10,2,private,0
8714,54,5.57,59,47,4,8,2,private,0
8715,80,0.35,79,68,8,9,1,private,0
8716,70,3.33,90,66,4,8,2,private,0
8717,72,3.21,92,72,4,4,3,public,0
8718,63,1.97,49,68,6,9,2,private,0
8719,69,7.45,82,66,5,9,3,public,0
8720,46,0.02,80,61,5,0,3,private,0
8721,54,2.94,89,44,3,10,0,private,0
8722,63,0.98,93,57,7,2,2,private,0
8723,65,5.44,88,88,9,9,2,private,0
8724,66,0.18,94,68,6,6,2,private,0
8725,58,7.12,96,63,8,9,2,public,0
8726,53,7.28,90,45,7,10,3,public,0
8727,100,7.16,93,100,3,1,4,private,0
8728,76,0.66,90,77,8,10,3,private,0
8729,67,3.98,73,68,6,9,2,public,1
8730,56,0.06,87,60,6,4,4,private,0
8731,52,7.53,92,65,5,6,3,public,1
8732,58,5.13,92,45,4,1,1,private,0
8733,65,3.03,91,71,9,4,4,public,0
8734,26,5.25,67,29,6,2,3,private,0
8735,32,0.4,94,39,2,6,3,private,0
8736,49,3.01,61,59,10,6,2,private,1
8737,64,1.38,68,62,5,0,4,public,0
8738,56,14.39,91,54,7,5,3,private,0
8739,87,7.78,96,93,4,6,1,public,1
8740,33,5.29,78,25,10,10,4,public,0
8741,46,10.86,57,44,6,5,2,public,0
8742,87,1.7,88,88,3,2,2,public,1
8743,62,9.25,98,72,6,7,2,public,0
8744,76,1.57,85,77,4,6,1,public,0
8745,97,5.28,92,99,2,0,3,private,0
8746,48,5.33,65,46,5,3,1,public,1
8747,58,0.07,87,61,7,10,3,private,0
8748,55,1.79,78,57,6,6,3,private,0
8749,25,0.08,61,19,9,9,3,public,0
8750,54,23.36,76,60,6,4,3,private,0
8751,76,0.52,91,63,9,9,2,public,0
8752,70,3.13,89,71,4,1,3,public,0
8753,71,6.25,95,89,6,10,3,public,0
8754,53,0.9,90,39,7,9,2,private,1
8755,48,2.65,83,38,9,8,2,private,0
8756,83,3.74,74,95,6,8,1,public,0
8757,51,0.7,90,59,6,0,4,private,0
8758,65,6.03,86,55,8,0,3,public,0
8759,63,1.42,95,51,2,6,2,public,1
8760,86,0.95,90,64,5,5,0,public,0
8761,77,3.27,83,59,7,5,1,public,0
8762,37,2.11,97,35,5,5,1,public,0
8763,39,10.12,67,51,2,6,2,private,0
8764,70,8.48,97,81,5,10,0,private,0
8765,59,2.64,87,67,4,7,1,public,0
8766,52,1.78,87,38,2,4,2,private,0
8767,78,1.58,83,92,8,1,2,public,0
8768,63,1.25,92,69,5,8,2,private,0
8769,61,3.15,90,46,5,0,2,public,0
8770,74,6.54,90,62,7,6,3,public,1
8771,53,1.49,90,61,6,10,0,public,0
8772,88,0.84,78,97,10,1,2,private,0
8773,46,2.58,95,42,10,7,3,private,0
8774,72,0.29,93,67,5,10,3,private,0
8775,86,4.83,91,91,8,6,0,private,0
8776,35,2.92,70,37,8,4,3,private,0
8777,54,2.74,91,60,0,3,2,public,0
8778,81,1.43,95,67,2,2,2,private,0
8779,81,9.4,94,81,7,9,2,private,1
8780,57,0.38,87,61,3,6,4,private,0
8781,47,8.16,86,49,6,1,3,private,0
8782,77,1.89,81,77,3,7,2,public,0
8783,81,8.5,77,74,8,10,2,public,0
8784,39,5.22,99,42,5,2,3,public,0
8785,38,0.44,100,20,8,3,3,private,0
8786,64,7.12,97,66,7,4,3,public,0
8787,71,4.59,92,86,6,5,3,private,0
8788,55,0.13,87,57,7,0,3,public,1
8789,72,0.57,93,63,7,3,3,public,0
8790,47,4.04,97,44,8,1,2,public,0
8791,22,4.35,84,14,2,9,1,private,0
8792,52,5.49,85,54,7,1,2,private,0
8793,61,5.1,81,61,10,5,4,private,0
8794,55,4.31,87,46,10,2,2,private,1
8795,39,5.81,61,50,10,9,3,private,0
8796,27,3.42,86,24,5,10,2,private,0
8797,51,1.21,68,55,7,4,3,public,0
8798,76,9.74,89,92,8,6,2,private,0
8799,83,0.07,72,71,8,4,3,private,0
8800,81,1.83,70,97,5,4,1,public,0
8801,45,5.22,58,39,3,9,2,public,0
8802,39,2.23,77,52,4,4,1,private,0
8803,69,0.1,85,81,4,5,2,private,0
8804,71,0.27,86,65,8,7,0,public,0
8805,67,4.18,93,66,7,5,1,private,1
8806,24,13.39,70,5,6,10,3,private,0
8807,44,3.21,76,41,9,6,3,private,0
8808,59,2.83,89,49,7,6,1,private,1
8809,69,1.53,79,62,4,9,1,public,0
8810,74,1.19,87,75,4,7,4,private,0
8811,63,0.08,89,67,6,3,3,private,0
8812,66,1.28,77,60,5,8,4,public,0
8813,62,2.38,84,62,8,10,1,private,0
8814,72,0.88,92,67,5,3,1,public,0
8815,66,0.37,77,70,6,3,2,public,0
8816,61,5.06,88,59,10,7,1,private,1
8817,55,9.0,78,44,6,4,3,public,0
8818,61,11.04,91,54,5,5,3,private,0
8819,69,3.85,91,66,10,3,1,private,0
8820,65,0.22,88,71,6,3,3,public,0
8821,67,5.4,88,82,5,9,3,private,0
8822,84,0.47,93,78,4,0,2,private,0
8823,65,4.43,78,47,6,3,2,private,1
8824,48,6.04,89,61,9,1,3,public,1
8825,76,5.18,79,82,7,4,3,private,0
8826,35,12.14,84,38,7,0,1,private,0
8827,41,5.36,98,28,6,10,2,private,0
8828,66,4.73,83,65,4,6,3,public,0
8829,69,1.21,81,76,6,8,3,public,0
8830,38,10.35,94,24,5,2,2,private,1
8831,53,0.79,85,62,4,0,3,private,0
8832,49,9.41,99,53,6,1,3,private,1
8833,51,1.5,71,63,7,10,1,private,0
8834,77,0.56,91,85,6,7,1,private,0
8835,73,7.01,88,51,6,10,2,private,1
8836,60,0.01,65,50,3,0,4,private,0
8837,50,7.14,99,57,6,3,2,private,1
8838,36,1.22,91,24,8,10,1,private,0
8839,86,8.64,100,78,5,3,3,public,1
8840,71,4.7,86,69,7,9,2,public,1
8841,47,4.39,83,42,5,1,2,private,0
8842,73,1.82,96,53,7,7,4,private,0
8843,59,0.24,92,63,9,2,2,private,0
8844,55,7.09,86,53,7,7,2,private,0
8845,68,0.75,80,70,4,1,1,private,0
8846,47,1.86,66,45,7,9,1,private,0
8847,54,3.67,96,31,10,8,2,public,1
8848,62,2.63,95,56,3,7,2,public,1
8849,51,0.89,87,42,3,6,3,public,0
8850,72,0.61,70,72,10,0,4,private,0
8851,94,0.53,62,100,7,2,2,private,0
8852,46,7.95,80,42,2,0,3,public,0
8853,30,0.13,96,36,10,10,3,private,0
8854,24,15.09,88,38,10,4,2,private,0
8855,57,0.89,91,63,4,6,3,private,0
8856,48,0.47,96,67,6,5,3,private,0
8857,64,3.44,87,52,6,8,2,public,0
8858,62,0.33,76,73,7,4,1,private,0
8859,31,3.69,87,26,9,0,2,private,0
8860,27,7.61,90,30,4,0,2,public,0
8861,65,0.2,88,50,7,7,2,private,0
8862,62,6.44,93,81,2,7,2,private,0
8863,52,2.01,93,45,9,10,0,private,0
8864,30,0.69,87,38,6,4,2,public,0
8865,68,0.77,69,86,9,0,2,private,0
8866,83,10.04,93,83,5,3,3,private,1
8867,65,0.47,93,78,2,6,2,private,0
8868,45,8.06,88,33,6,0,0,public,0
8869,61,3.14,92,70,3,8,2,public,0
8870,35,0.16,81,36,2,8,1,public,0
8871,79,2.5,80,77,6,4,3,private,0
8872,61,6.8,81,55,7,10,2,private,0
8873,28,5.18,92,14,6,4,1,private,0
8874,55,2.68,92,56,8,3,2,private,1
8875,68,7.87,92,64,5,10,2,private,0
8876,54,0.51,79,60,10,0,2,private,0
8877,55,9.63,61,58,7,2,3,private,0
8878,38,7.49,88,41,5,5,2,private,0
8879,70,4.93,82,76,5,6,0,public,1
8880,48,6.81,98,37,10,6,1,public,1
8881,21,3.14,93,6,7,5,2,public,0
8882,53,4.5,98,43,5,2,1,private,1
8883,78,3.29,88,75,6,1,2,private,1
8884,53,1.76,95,43,10,8,2,private,0
8885,91,3.37,99,79,4,2,2,private,0
8886,68,1.19,76,53,5,5,4,public,0
8887,66,2.32,97,64,6,4,1,public,0
8888,58,1.32,86,55,1,6,0,private,1
8889,59,0.52,96,59,3,10,3,private,0
8890,55,1.55,84,63,5,0,1,public,0
8891,55,7.64,69,55,4,7,3,public,1
8892,70,1.92,80,75,10,5,1,public,1
8893,43,5.51,94,49,5,2,1,private,0
8894,41,0.77,96,29,8,3,1,private,0
8895,40,2.21,97,60,8,6,3,private,0
8896,97,0.49,83,89,8,3,3,public,0
8897,70,0.6,87,69,8,7,3,public,0
8898,65,3.84,92,59,7,6,3,private,0
8899,41,3.74,84,40,8,5,2,private,1
8900,71,0.96,87,84,8,1,1,public,1
8901,58,2.57,94,69,5,10,2,private,0
8902,64,7.96,92,59,2,9,3,public,0
8903,42,0.77,92,28,5,2,4,public,1
8904,63,0.08,98,82,5,0,4,public,1
8905,52,4.22,65,66,3,2,3,private,0
8906,46,0.22,87,23,7,6,4,private,0
8907,73,15.64,90,75,9,9,3,private,1
8908,32,3.76,78,18,7,0,3,private,0
8909,70,2.54,97,68,5,7,3,private,1
8910,72,2.25,98,74,2,6,3,public,0
8911,44,3.4,98,49,3,2,4,private,0
8912,45,0.38,97,28,6,4,3,public,1
8913,56,10.64,88,72,7,6,2,private,1
8914,65,3.93,96,55,5,2,2,public,1
8915,57,0.81,75,52,10,6,2,private,0
8916,68,3.31,81,70,8,5,3,public,0
8917,92,0.57,90,86,5,1,3,private,1
8918,51,0.07,82,56,5,1,2,private,0
8919,29,3.98,91,33,7,6,3,private,0
8920,75,4.18,91,80,6,8,3,public,1
8921,90,3.51,86,93,3,9,2,public,0
8922,67,0.81,90,53,6,3,2,private,0
8923,40,3.7,85,45,7,3,2,private,0
8924,58,0.23,59,72,5,4,2,public,0
8925,40,3.76,58,34,6,1,3,public,0
8926,72,3.23,85,71,7,7,3,public,1
8927,36,4.26,92,46,10,7,2,private,0
8928,55,9.03,73,65,2,4,2,public,0
8929,42,7.6,92,35,6,10,2,private,1
8930,62,15.78,65,53,8,3,3,public,0
8931,53,14.96,99,53,10,1,2,private,0
8932,63,5.92,67,66,8,5,2,public,1
8933,60,12.53,92,68,10,1,2,public,1
8934,42,8.08,94,21,5,5,4,public,0
8935,71,5.2,98,69,3,7,3,private,0
8936,59,0.31,87,59,4,9,3,private,0
8937,42,0.2,69,25,4,2,2,public,0
8938,100,7.27,97,100,7,4,2,private,1
8939,69,2.69,89,62,8,5,2,private,1
8940,57,6.74,72,67,9,2,2,private,0
8941,85,1.5,91,82,5,2,2,public,0
8942,93,2.03,84,92,8,0,3,private,0
8943,57,4.82,77,44,10,6,2,public,0
8944,66,9.88,95,79,7,1,3,private,0
8945,42,0.37,85,51,8,4,1,public,0
8946,57,7.91,85,58,7,4,0,public,0
8947,56,6.3,84,53,5,2,2,public,0
8948,63,1.52,92,72,5,8,2,public,1
8949,66,1.76,89,73,5,3,3,public,0
8950,70,0.19,80,62,8,5,2,private,0
8951,64,0.06,83,56,4,5,1,private,0
8952,38,2.59,65,29,8,3,3,private,0
8953,43,0.4,80,42,7,7,4,private,0
8954,50,0.86,78,46,8,3,3,public,1
8955,55,7.5,78,67,6,3,2,public,0
8956,79,3.39,82,90,5,3,2,private,1
8957,39,4.02,88,38,7,9,0,private,0
8958,54,0.83,75,60,3,8,4,private,0
8959,77,7.06,95,87,1,5,4,private,0
8960,55,8.1,75,78,2,5,3,public,1
8961,68,2.96,76,76,4,0,3,public,0
8962,57,9.75,85,63,3,2,3,private,0
8963,65,7.45,71,41,7,9,4,private,0
8964,56,5.26,97,67,6,8,2,private,0
8965,72,5.3,95,73,9,9,3,public,1
8966,32,0.45,91,25,4,3,1,private,0
8967,53,1.26,73,45,2,2,2,private,0
8968,65,0.28,95,69,9,5,2,private,0
8969,70,0.03,56,56,6,7,3,private,1
8970,87,0.69,95,77,9,9,3,public,0
8971,53,8.5,77,61,6,2,2,private,0
8972,87,1.1,95,98,8,0,3,private,0
8973,48,14.05,67,63,1,9,2,private,1
8974,84,3.64,99,73,4,3,1,private,0
8975,75,1.08,70,68,4,0,1,public,0
8976,44,2.75,93,46,4,5,2,private,0
8977,66,0.99,90,76,4,3,4,private,0
8978,59,16.53,85,63,8,3,2,private,0
8979,71,7.52,94,73,2,6,2,private,0
8980,56,0.11,76,50,6,10,2,private,0
8981,54,11.81,96,43,7,6,2,public,0
8982,85,5.11,95,70,6,4,2,private,1
8983,58,0.34,93,54,2,5,2,private,0
8984,75,4.44,92,68,7,2,2,public,0
8985,56,4.16,82,50,6,8,1,private,0
8986,90,0.99,83,91,8,3,0,private,0
8987,48,5.68,75,53,6,7,1,public,1
8988,49,0.36,93,43,7,0,2,private,0
8989,87,2.69,88,90,10,2,3,private,1
8990,52,0.04,91,57,4,6,1,public,0
8991,89,13.86,85,84,10,2,0,private,1
8992,76,5.57,97,70,5,9,2,public,0
8993,57,0.69,90,58,6,1,2,private,0
8994,27,1.67,84,17,4,9,2,public,0
8995,60,0.7,97,86,6,9,2,public,0
8996,62,5.82,94,65,6,8,2,public,0
8997,81,0.24,73,70,5,6,2,private,0
8998,89,7.34,77,93,7,9,3,private,0
8999,48,11.4,81,43,7,9,3,private,0
9000,74,4.52,85,84,6,4,2,private,0
9001,74,0.96,90,77,9,4,2,private,1
9002,79,1.79,88,83,10,7,3,public,1
9003,69,2.59,93,42,9,8,1,private,1
9004,25,3.71,78,28,2,6,2,private,0
9005,57,4.42,84,73,8,2,3,private,0
9006,39,3.23,82,55,5,8,0,private,0
9007,56,1.73,79,77,9,8,2,private,1
9008,78,8.86,85,92,5,4,2,private,0
9009,65,0.34,94,65,3,5,1,private,0
9010,81,2.51,64,90,7,4,2,private,0
9011,66,5.98,98,66,3,10,2,public,0
9012,37,0.25,91,43,8,5,1,public,0
9013,15,4.89,78,25,9,5,3,private,0
9014,63,6.85,89,64,10,0,2,public,0
9015,56,4.33,99,65,7,3,2,private,0
9016,42,0.05,70,37,7,7,3,private,0
9017,29,0.79,96,36,7,0,3,public,0
9018,47,1.67,84,49,2,6,2,private,0
9019,56,1.06,88,51,5,6,2,private,1
9020,72,13.15,91,82,7,2,0,public,1
9021,63,4.22,84,49,9,8,2,public,0
9022,89,1.41,97,86,6,9,0,public,0
9023,41,10.62,92,41,9,0,2,public,1
9024,76,5.4,82,91,7,3,2,private,0
9025,61,1.34,83,60,4,7,2,private,0
9026,73,1.9,70,72,6,0,2,private,0
9027,52,0.89,86,63,10,8,3,private,0
9028,79,14.17,90,80,5,5,2,private,0
9029,65,2.91,95,57,6,5,2,public,1
9030,48,9.06,85,72,3,10,2,private,0
9031,60,1.7,91,69,1,2,2,private,0
9032,56,7.89,84,53,6,1,1,public,0
9033,69,0.22,98,68,3,2,2,private,0
9034,39,16.09,83,28,7,2,3,public,1
9035,59,9.72,88,62,8,4,2,public,1
9036,67,1.81,87,76,4,1,1,public,0
9037,61,5.96,97,43,7,0,3,public,0
9038,84,5.58,93,86,4,3,1,public,1
9039,74,9.26,91,60,9,8,2,public,0
9040,60,1.47,94,57,6,5,0,public,1
9041,64,2.51,75,66,5,5,2,public,0
9042,65,8.01,65,67,3,7,0,private,0
9043,67,6.03,91,91,5,3,2,private,1
9044,27,2.0,92,30,3,4,3,private,0
9045,55,7.48,84,49,3,2,2,private,0
9046,33,0.19,91,24,10,2,2,private,0
9047,83,6.09,93,77,8,7,3,private,0
9048,59,0.93,89,63,4,4,3,public,0
9049,57,1.35,95,39,3,0,2,private,0
9050,76,2.72,79,64,4,6,2,public,1
9051,68,2.39,91,71,8,2,2,private,0
9052,40,2.94,98,38,5,7,2,public,1
9053,59,3.15,97,64,4,7,3,public,0
9054,54,1.61,89,46,9,3,3,private,0
9055,29,0.77,95,23,9,4,1,private,0
9056,48,5.85,94,59,7,4,3,public,1
9057,57,2.04,98,64,10,0,3,private,0
9058,58,2.82,82,43,7,2,2,private,0
9059,33,4.14,85,15,8,1,1,private,0
9060,81,9.62,97,71,8,5,1,private,0
9061,58,4.92,98,52,5,10,1,private,0
9062,61,0.19,80,70,7,2,2,private,0
9063,67,7.29,92,55,7,2,3,private,0
9064,46,18.17,75,53,2,4,3,public,0
9065,68,2.56,78,64,6,2,2,public,0
9066,53,13.97,86,52,3,0,1,private,0
9067,44,3.17,92,40,6,6,2,private,0
9068,70,2.46,98,73,10,7,0,private,0
9069,87,1.61,82,97,3,3,1,public,1
9070,73,4.29,75,66,7,3,0,private,0
9071,77,1.04,62,88,5,8,3,private,0
9072,51,0.44,84,59,5,10,2,public,0
9073,31,0.11,97,28,3,9,3,public,0
9074,87,1.38,94,80,7,9,3,private,1
9075,97,2.02,98,100,7,10,3,private,0
9076,88,3.21,94,85,8,8,1,private,1
9077,54,1.39,78,52,10,10,3,private,0
9078,39,16.56,80,43,7,10,2,private,1
9079,41,1.38,86,49,10,4,2,public,0
9080,30,2.33,94,43,1,0,2,private,0
9081,58,0.44,77,63,5,3,4,private,0
9082,89,1.21,82,90,7,1,4,public,0
9083,57,0.2,90,59,8,8,3,public,0
9084,65,3.28,72,53,5,8,3,private,0
9085,85,5.56,94,82,7,3,3,public,0
